This is testing for fprintf...
Data @ Index 13359: ff2f
Data @ Index 13360: 16
Data @ Index 13361: 139
Data @ Index 13362: 221
Data @ Index 13363: 35a
Data @ Index 13364: 3ef
Data @ Index 13365: 47f
Data @ Index 13366: 55e
Data @ Index 13367: 613
Data @ Index 13368: 6dc
Data @ Index 13369: 798
Data @ Index 13370: 85e
Data @ Index 13371: 8ce
Data @ Index 13372: 773
Data @ Index 13373: 629
Data @ Index 13374: 527
Data @ Index 13375: 3dd
Data @ Index 13376: 28d
Data @ Index 13377: 19b
Data @ Index 13378: e7
Data @ Index 13379: ffa5
Data @ Index 13380: fdfd
Data @ Index 13381: fcf2
Data @ Index 13382: fc19
Data @ Index 13383: fa93
Data @ Index 13384: f981
Data @ Index 13385: f904
Data @ Index 13386: f8e7
Data @ Index 13387: f9ad
Data @ Index 13388: fabc
Data @ Index 13389: fcdd
Data @ Index 13390: 7e
Data @ Index 13391: 4b2
Data @ Index 13392: 8c1
Data @ Index 13393: c57
Data @ Index 13394: dda
Data @ Index 13395: cd6
Data @ Index 13396: a6e
Data @ Index 13397: 737
Data @ Index 13398: 393
Data @ Index 13399: 6a
Data @ Index 13400: fe74
Data @ Index 13401: fde1
Data @ Index 13402: fdcb
Data @ Index 13403: fdc4
Data @ Index 13404: fde3
Data @ Index 13405: fde3
Data @ Index 13406: fdba
Data @ Index 13407: fd8e
Data @ Index 13408: fd6f
Data @ Index 13409: fd78
Data @ Index 13410: fd46
Data @ Index 13411: fd2b
Data @ Index 13412: fd25
Data @ Index 13413: fcdd
Data @ Index 13414: fc7d
Data @ Index 13415: fc16
Data @ Index 13416: fc6a
Data @ Index 13417: fc9e
Data @ Index 13418: fcc8
Data @ Index 13419: fd15
Data @ Index 13420: fd28
Data @ Index 13421: fd67
Data @ Index 13422: fdd0
Data @ Index 13423: fdce
Data @ Index 13424: fdda
Data @ Index 13425: fde2
Data @ Index 13426: fddf
Data @ Index 13427: fdb0
Data @ Index 13428: fd32
Data @ Index 13429: fd03
Data @ Index 13430: fd17
Data @ Index 13431: fd15
Data @ Index 13432: fcf9
Data @ Index 13433: fce0
Data @ Index 13434: fcfe
Data @ Index 13435: fcf1
Data @ Index 13436: fcd8
Data @ Index 13437: fcc5
Data @ Index 13438: fcae
Data @ Index 13439: fc89
Data @ Index 13440: fc57
Data @ Index 13441: fc8c
Data @ Index 13442: fc70
Data @ Index 13443: fbf5
Data @ Index 13444: fbf8
Data @ Index 13445: fbf3
Data @ Index 13446: fbbb
Data @ Index 13447: fb81
Data @ Index 13448: fb43
Data @ Index 13449: fb3a
Data @ Index 13450: fb55
Data @ Index 13451: fb18
Data @ Index 13452: fb32
Data @ Index 13453: fb61
Data @ Index 13454: fb29
Data @ Index 13455: fac7
Data @ Index 13456: faf6
Data @ Index 13457: fc03
Data @ Index 13458: fd09
Data @ Index 13459: ff27
Data @ Index 13460: 2ac
Data @ Index 13461: 714
Data @ Index 13462: bb1
Data @ Index 13463: 1008
Data @ Index 13464: 13d8
Data @ Index 13465: 15cf
Data @ Index 13466: 15e8
Data @ Index 13467: 1481
Data @ Index 13468: 126f
Data @ Index 13469: 1043
Data @ Index 13470: d51
Data @ Index 13471: a94
Data @ Index 13472: 8be
Data @ Index 13473: 712
Data @ Index 13474: 610
Data @ Index 13475: 55e
Data @ Index 13476: 459
Data @ Index 13477: 32e
Data @ Index 13478: 203
Data @ Index 13479: a8
Data @ Index 13480: ff4b
Data @ Index 13481: fdda
Data @ Index 13482: fc97
Data @ Index 13483: fc11
Data @ Index 13484: fc49
Data @ Index 13485: fc39
Data @ Index 13486: fc0b
Data @ Index 13487: fc91
Data @ Index 13488: fcb3
Data @ Index 13489: fc6c
Data @ Index 13490: fc64
Data @ Index 13491: fc46
Data @ Index 13492: fc18
Data @ Index 13493: fc60
Data @ Index 13494: fcc3
Data @ Index 13495: fcbe
Data @ Index 13496: fcc4
Data @ Index 13497: fca9
Data @ Index 13498: fc87
Data @ Index 13499: fc80
Data @ Index 13500: fcbb
Data @ Index 13501: fc96
Data @ Index 13502: fc7d
Data @ Index 13503: fccc
Data @ Index 13504: fc72
Data @ Index 13505: fc2b
Data @ Index 13506: fc51
Data @ Index 13507: fc6b
Data @ Index 13508: fc57
Data @ Index 13509: fc22
Data @ Index 13510: fc40
Data @ Index 13511: fc1c
Data @ Index 13512: fc3a
Data @ Index 13513: fc50
Data @ Index 13514: fc18
Data @ Index 13515: fc43
Data @ Index 13516: fc3e
Data @ Index 13517: fbdd
Data @ Index 13518: fb7c
Data @ Index 13519: fb11
Data @ Index 13520: fa78
Data @ Index 13521: fa29
Data @ Index 13522: fa5a
Data @ Index 13523: fade
Data @ Index 13524: faf0
Data @ Index 13525: faff
Data @ Index 13526: fb24
Data @ Index 13527: fb16
Data @ Index 13528: faf4
Data @ Index 13529: fa82
Data @ Index 13530: fa3b
Data @ Index 13531: fa2e
Data @ Index 13532: fa7f
Data @ Index 13533: fb5b
Data @ Index 13534: fe09
Data @ Index 13535: 11f
Data @ Index 13536: 447
Data @ Index 13537: 7ea
Data @ Index 13538: b13
Data @ Index 13539: d27
Data @ Index 13540: d46
Data @ Index 13541: beb
Data @ Index 13542: 9ac
Data @ Index 13543: 6e1
Data @ Index 13544: 418
Data @ Index 13545: 1ef
Data @ Index 13546: c0
Data @ Index 13547: 43
Data @ Index 13548: c
Data @ Index 13549: fff9
Data @ Index 13550: 36
Data @ Index 13551: 40
Data @ Index 13552: e
Data @ Index 13553: ffa0
Data @ Index 13554: ffaf
Data @ Index 13555: ff8e
Data @ Index 13556: ff18
Data @ Index 13557: fefe
Data @ Index 13558: ff19
Data @ Index 13559: ffda
Data @ Index 13560: 73
Data @ Index 13561: 117
Data @ Index 13562: 201
Data @ Index 13563: 2c7
Data @ Index 13564: 328
Data @ Index 13565: 34e
Data @ Index 13566: 449
Data @ Index 13567: 4ba
Data @ Index 13568: 51a
Data @ Index 13569: 5a5
Data @ Index 13570: 687
Data @ Index 13571: 76e
Data @ Index 13572: 80f
Data @ Index 13573: 8c8
Data @ Index 13574: 88e
Data @ Index 13575: 7bd
Data @ Index 13576: 69c
Data @ Index 13577: 5bc
Data @ Index 13578: 48e
Data @ Index 13579: 375
Data @ Index 13580: 234
Data @ Index 13581: 122
Data @ Index 13582: 3d
Data @ Index 13583: ff75
Data @ Index 13584: fe70
Data @ Index 13585: fd7b
Data @ Index 13586: fcd0
Data @ Index 13587: fc49
Data @ Index 13588: fbcc
Data @ Index 13589: fbb4
Data @ Index 13590: fbd7
Data @ Index 13591: fbcf
Data @ Index 13592: fb74
Data @ Index 13593: fba9
Data @ Index 13594: fba9
Data @ Index 13595: fb99
Data @ Index 13596: fb62
Data @ Index 13597: fb1a
Data @ Index 13598: fb1f
Data @ Index 13599: fb12
Data @ Index 13600: fac5
Data @ Index 13601: fa92
Data @ Index 13602: fab5
Data @ Index 13603: faa9
Data @ Index 13604: fa8a
Data @ Index 13605: fad0
Data @ Index 13606: fadf
Data @ Index 13607: faca
Data @ Index 13608: fa7a
Data @ Index 13609: fa42
Data @ Index 13610: f9ff
Data @ Index 13611: f9e9
Data @ Index 13612: fa88
Data @ Index 13613: fc27
Data @ Index 13614: ff11
Data @ Index 13615: 289
Data @ Index 13616: 5fe
Data @ Index 13617: 96c
Data @ Index 13618: be4
Data @ Index 13619: cb9
Data @ Index 13620: c17
Data @ Index 13621: a37
Data @ Index 13622: 7b9
Data @ Index 13623: 4dd
Data @ Index 13624: 259
Data @ Index 13625: 7d
Data @ Index 13626: ff40
Data @ Index 13627: febc
Data @ Index 13628: fe88
Data @ Index 13629: fedc
Data @ Index 13630: ff25
Data @ Index 13631: ff6e
Data @ Index 13632: ffa2
Data @ Index 13633: ff54
Data @ Index 13634: ff69
Data @ Index 13635: ff34
Data @ Index 13636: fefb
Data @ Index 13637: feef
Data @ Index 13638: feab
Data @ Index 13639: fec0
Data @ Index 13640: fee1
Data @ Index 13641: fefa
Data @ Index 13642: ff0f
Data @ Index 13643: fed5
Data @ Index 13644: fec2
Data @ Index 13645: febc
Data @ Index 13646: fe8e
Data @ Index 13647: fe55
Data @ Index 13648: fe19
Data @ Index 13649: fe19
Data @ Index 13650: fe0d
Data @ Index 13651: fe03
Data @ Index 13652: fdcf
Data @ Index 13653: fddf
Data @ Index 13654: fde8
Data @ Index 13655: fdd9
Data @ Index 13656: fde2
Data @ Index 13657: fddb
Data @ Index 13658: fdba
Data @ Index 13659: fdb6
Data @ Index 13660: fdc8
Data @ Index 13661: fddd
Data @ Index 13662: fde6
Data @ Index 13663: fdf5
Data @ Index 13664: fe11
Data @ Index 13665: fe27
Data @ Index 13666: fde1
Data @ Index 13667: fd80
Data @ Index 13668: fde0
Data @ Index 13669: fe5e
Data @ Index 13670: ff0a
Data @ Index 13671: ffb3
Data @ Index 13672: 7a
Data @ Index 13673: 159
Data @ Index 13674: 216
Data @ Index 13675: 2cf
Data @ Index 13676: 377
Data @ Index 13677: 406
Data @ Index 13678: 498
Data @ Index 13679: 56f
Data @ Index 13680: 623
Data @ Index 13681: 69e
Data @ Index 13682: 760
Data @ Index 13683: 741
Data @ Index 13684: 630
Data @ Index 13685: 51d
Data @ Index 13686: 3e3
Data @ Index 13687: 2b0
Data @ Index 13688: 188
Data @ Index 13689: 85
Data @ Index 13690: ff79
Data @ Index 13691: fe91
Data @ Index 13692: fda0
Data @ Index 13693: fcda
Data @ Index 13694: fc0f
Data @ Index 13695: fb49
Data @ Index 13696: facd
Data @ Index 13697: fb24
Data @ Index 13698: fc5c
Data @ Index 13699: fe5d
Data @ Index 13700: 122
Data @ Index 13701: 433
Data @ Index 13702: 6e2
Data @ Index 13703: 954
Data @ Index 13704: ab4
Data @ Index 13705: a77
Data @ Index 13706: 985
Data @ Index 13707: 773
Data @ Index 13708: 514
Data @ Index 13709: 2aa
Data @ Index 13710: 95
Data @ Index 13711: ff51
Data @ Index 13712: fea9
Data @ Index 13713: fe79
Data @ Index 13714: feac
Data @ Index 13715: fee3
Data @ Index 13716: fec3
Data @ Index 13717: fec8
Data @ Index 13718: feb9
Data @ Index 13719: fe9f
Data @ Index 13720: fe4d
Data @ Index 13721: fe08
Data @ Index 13722: fdef
Data @ Index 13723: fdfe
Data @ Index 13724: fe1c
Data @ Index 13725: fe24
Data @ Index 13726: fdc4
Data @ Index 13727: fda5
Data @ Index 13728: fdab
Data @ Index 13729: fd94
Data @ Index 13730: fd9b
Data @ Index 13731: fdab
Data @ Index 13732: fdcb
Data @ Index 13733: fe2b
Data @ Index 13734: fe47
Data @ Index 13735: fe34
Data @ Index 13736: fe5e
Data @ Index 13737: fe26
Data @ Index 13738: fe31
Data @ Index 13739: fe3c
Data @ Index 13740: fe07
Data @ Index 13741: fe53
Data @ Index 13742: fea3
Data @ Index 13743: ff10
Data @ Index 13744: ff1f
Data @ Index 13745: fed9
Data @ Index 13746: fec4
Data @ Index 13747: fe96
Data @ Index 13748: fe68
Data @ Index 13749: fe42
Data @ Index 13750: fdfb
Data @ Index 13751: fdf8
Data @ Index 13752: fda0
Data @ Index 13753: fe01
Data @ Index 13754: fe2b
Data @ Index 13755: fdc2
Data @ Index 13756: fe2b
Data @ Index 13757: fe6c
Data @ Index 13758: fe9f
Data @ Index 13759: fe80
Data @ Index 13760: fe5f
Data @ Index 13761: fe49
Data @ Index 13762: fe2e
Data @ Index 13763: fde3
Data @ Index 13764: fda7
Data @ Index 13765: fd22
Data @ Index 13766: fcbe
Data @ Index 13767: fce1
Data @ Index 13768: fcad
Data @ Index 13769: fc75
Data @ Index 13770: fbe9
Data @ Index 13771: fbaf
Data @ Index 13772: fbae
Data @ Index 13773: fbe1
Data @ Index 13774: fc06
Data @ Index 13775: fc16
Data @ Index 13776: fc19
Data @ Index 13777: fc0f
Data @ Index 13778: fc1c
Data @ Index 13779: fc02
Data @ Index 13780: fbe8
Data @ Index 13781: fba7
Data @ Index 13782: fb75
Data @ Index 13783: fb3a
Data @ Index 13784: fb6b
Data @ Index 13785: fbde
Data @ Index 13786: fc74
Data @ Index 13787: fd3e
Data @ Index 13788: fd9e
Data @ Index 13789: fe3f
Data @ Index 13790: ff43
Data @ Index 13791: aa
Data @ Index 13792: 2b3
Data @ Index 13793: 582
Data @ Index 13794: 8fa
Data @ Index 13795: c76
Data @ Index 13796: 1011
Data @ Index 13797: 1354
Data @ Index 13798: 15c2
Data @ Index 13799: 1714
Data @ Index 13800: 16d1
Data @ Index 13801: 1492
Data @ Index 13802: 11bd
Data @ Index 13803: e9b
Data @ Index 13804: b88
Data @ Index 13805: 8e2
Data @ Index 13806: 69c
Data @ Index 13807: 51a
Data @ Index 13808: 3d6
Data @ Index 13809: 2da
Data @ Index 13810: 20f
Data @ Index 13811: 13b
Data @ Index 13812: 8a
Data @ Index 13813: ff93
Data @ Index 13814: fed3
Data @ Index 13815: fe66
Data @ Index 13816: fe6a
Data @ Index 13817: fe75
Data @ Index 13818: fe30
Data @ Index 13819: fe2f
Data @ Index 13820: fe1d
Data @ Index 13821: fe3f
Data @ Index 13822: fdf8
Data @ Index 13823: fdd9
Data @ Index 13824: fdb3
Data @ Index 13825: fdcc
Data @ Index 13826: fdf8
Data @ Index 13827: fe25
Data @ Index 13828: fe40
Data @ Index 13829: fe7f
Data @ Index 13830: fe9f
Data @ Index 13831: fe93
Data @ Index 13832: fe89
Data @ Index 13833: fe34
Data @ Index 13834: fe08
Data @ Index 13835: fde5
Data @ Index 13836: fd80
Data @ Index 13837: fd7f
Data @ Index 13838: fd6d
Data @ Index 13839: fd88
Data @ Index 13840: fdaa
Data @ Index 13841: fdbb
Data @ Index 13842: fe07
Data @ Index 13843: fe1a
Data @ Index 13844: fe3d
Data @ Index 13845: fe53
Data @ Index 13846: fe3e
Data @ Index 13847: fde0
Data @ Index 13848: fdb1
Data @ Index 13849: fd6d
Data @ Index 13850: fd49
Data @ Index 13851: fd29
Data @ Index 13852: fd18
Data @ Index 13853: fcfd
Data @ Index 13854: fd35
Data @ Index 13855: fd7f
Data @ Index 13856: fd78
Data @ Index 13857: fd98
Data @ Index 13858: fd9c
Data @ Index 13859: fda3
Data @ Index 13860: fd7d
Data @ Index 13861: fd26
Data @ Index 13862: fcab
Data @ Index 13863: fc58
Data @ Index 13864: fc51
Data @ Index 13865: fc18
Data @ Index 13866: fc04
Data @ Index 13867: fc16
Data @ Index 13868: fc2b
Data @ Index 13869: fc55
Data @ Index 13870: fc34
Data @ Index 13871: fc1d
Data @ Index 13872: fc23
Data @ Index 13873: fc1a
Data @ Index 13874: fbec
Data @ Index 13875: fbb6
Data @ Index 13876: fb76
Data @ Index 13877: fb64
Data @ Index 13878: fb85
Data @ Index 13879: fba4
Data @ Index 13880: fbd5
Data @ Index 13881: fb9e
Data @ Index 13882: fba2
Data @ Index 13883: fbf3
Data @ Index 13884: fc12
Data @ Index 13885: fc1d
Data @ Index 13886: fc17
Data @ Index 13887: fc2b
Data @ Index 13888: fc47
Data @ Index 13889: fc46
Data @ Index 13890: fbfb
Data @ Index 13891: fbcc
Data @ Index 13892: fbd0
Data @ Index 13893: fbf0
Data @ Index 13894: fc4c
Data @ Index 13895: fcb4
Data @ Index 13896: fdd7
Data @ Index 13897: ffaa
Data @ Index 13898: 234
Data @ Index 13899: 4a2
Data @ Index 13900: 68a
Data @ Index 13901: 836
Data @ Index 13902: a1c
Data @ Index 13903: b45
Data @ Index 13904: b2a
Data @ Index 13905: a3e
Data @ Index 13906: 8ae
Data @ Index 13907: 737
Data @ Index 13908: 564
Data @ Index 13909: 364
Data @ Index 13910: 1e1
Data @ Index 13911: 17e
Data @ Index 13912: 17e
Data @ Index 13913: 195
Data @ Index 13914: 231
Data @ Index 13915: 303
Data @ Index 13916: 3be
Data @ Index 13917: 470
Data @ Index 13918: 526
Data @ Index 13919: 5b2
Data @ Index 13920: 5ff
Data @ Index 13921: 690
Data @ Index 13922: 72c
Data @ Index 13923: 7b4
Data @ Index 13924: 7f7
Data @ Index 13925: 844
Data @ Index 13926: 933
Data @ Index 13927: 964
Data @ Index 13928: 869
Data @ Index 13929: 72e
Data @ Index 13930: 64a
Data @ Index 13931: 56d
Data @ Index 13932: 4b7
Data @ Index 13933: 419
Data @ Index 13934: 32a
Data @ Index 13935: 247
Data @ Index 13936: 1af
Data @ Index 13937: 156
Data @ Index 13938: 98
Data @ Index 13939: ffc5
Data @ Index 13940: ff0b
Data @ Index 13941: fe8f
Data @ Index 13942: fe36
Data @ Index 13943: fe39
Data @ Index 13944: fe2f
Data @ Index 13945: fe2a
Data @ Index 13946: fe97
Data @ Index 13947: fec7
Data @ Index 13948: fe9d
Data @ Index 13949: fe8e
Data @ Index 13950: fec0
Data @ Index 13951: fee4
Data @ Index 13952: feaf
Data @ Index 13953: fe6c
Data @ Index 13954: fe1a
Data @ Index 13955: fde7
Data @ Index 13956: fdfd
Data @ Index 13957: fdd8
Data @ Index 13958: fdb4
Data @ Index 13959: fdb8
Data @ Index 13960: fdb2
Data @ Index 13961: fe18
Data @ Index 13962: fe41
Data @ Index 13963: fe73
Data @ Index 13964: fe8a
Data @ Index 13965: fe93
Data @ Index 13966: fe8f
Data @ Index 13967: fe94
Data @ Index 13968: fe47
Data @ Index 13969: fe1c
Data @ Index 13970: fe2b
Data @ Index 13971: fe1f
Data @ Index 13972: fe24
Data @ Index 13973: fe4e
Data @ Index 13974: fe47
Data @ Index 13975: feab
Data @ Index 13976: fee9
Data @ Index 13977: feb1
Data @ Index 13978: fee2
Data @ Index 13979: ff29
Data @ Index 13980: ff17
Data @ Index 13981: ff40
Data @ Index 13982: ff7d
Data @ Index 13983: ff43
Data @ Index 13984: ff81
Data @ Index 13985: ff54
Data @ Index 13986: ff27
Data @ Index 13987: ff33
Data @ Index 13988: feb5
Data @ Index 13989: fe5f
Data @ Index 13990: fe62
Data @ Index 13991: fe0d
Data @ Index 13992: fdf5
Data @ Index 13993: fe16
Data @ Index 13994: fde1
Data @ Index 13995: fdbc
Data @ Index 13996: fdd3
Data @ Index 13997: fd71
Data @ Index 13998: fd79
Data @ Index 13999: fd57
Data @ Index 14000: fcc4
Data @ Index 14001: fcf9
Data @ Index 14002: fcb4
Data @ Index 14003: fc5a
Data @ Index 14004: fc8b
Data @ Index 14005: fc39
Data @ Index 14006: fc0f
Data @ Index 14007: fc29
Data @ Index 14008: fb98
Data @ Index 14009: fb49
Data @ Index 14010: fb6e
Data @ Index 14011: fb02
Data @ Index 14012: fad6
Data @ Index 14013: fb43
Data @ Index 14014: fb8b
Data @ Index 14015: fc96
Data @ Index 14016: fe3d
Data @ Index 14017: ff18
Data @ Index 14018: ff1f
Data @ Index 14019: ff21
Data @ Index 14020: ff19
Data @ Index 14021: ff10
Data @ Index 14022: fefe
Data @ Index 14023: ff27
Data @ Index 14024: ff32
Data @ Index 14025: ff2a
Data @ Index 14026: ff2f
Data @ Index 14027: ff30
Data @ Index 14028: ff32
Data @ Index 14029: ff34
Data @ Index 14030: ff3a
Data @ Index 14031: ff38
Data @ Index 14032: ff38
Data @ Index 14033: ff3a
Data @ Index 14034: ff50
Data @ Index 14035: ff5f
Data @ Index 14036: ff3e
Data @ Index 14037: ff3a
Data @ Index 14038: ff3e
Data @ Index 14039: ff43
Data @ Index 14040: ff21
Data @ Index 14041: ff27
Data @ Index 14042: ff56
Data @ Index 14043: ff45
Data @ Index 14044: ff5a
Data @ Index 14045: ff5f
Data @ Index 14046: ff7b
Data @ Index 14047: ffe3
Data @ Index 14048: 6e
Data @ Index 14049: 114
Data @ Index 14050: 17b
Data @ Index 14051: 226
Data @ Index 14052: 2e1
Data @ Index 14053: 36a
Data @ Index 14054: 40d
Data @ Index 14055: 4c8
Data @ Index 14056: 54f
Data @ Index 14057: 5bc
Data @ Index 14058: 647
Data @ Index 14059: 6d6
Data @ Index 14060: 759
Data @ Index 14061: 79c
Data @ Index 14062: 869
Data @ Index 14063: 90f
Data @ Index 14064: 98d
Data @ Index 14065: 974
Data @ Index 14066: 8b1
Data @ Index 14067: 7f7
Data @ Index 14068: 739
Data @ Index 14069: 682
Data @ Index 14070: 5bd
Data @ Index 14071: 50b
Data @ Index 14072: 455
Data @ Index 14073: 3c0
Data @ Index 14074: 2f1
Data @ Index 14075: 234
Data @ Index 14076: 179
Data @ Index 14077: f0
Data @ Index 14078: 3a
Data @ Index 14079: ff80
Data @ Index 14080: feb9
Data @ Index 14081: fe57
Data @ Index 14082: fe2d
Data @ Index 14083: fe2c
Data @ Index 14084: fe31
Data @ Index 14085: fe2d
Data @ Index 14086: fe34
Data @ Index 14087: fe34
Data @ Index 14088: fe39
Data @ Index 14089: fe45
Data @ Index 14090: fe44
Data @ Index 14091: fe49
Data @ Index 14092: fe52
Data @ Index 14093: fe49
Data @ Index 14094: fe50
Data @ Index 14095: fe56
Data @ Index 14096: fe75
Data @ Index 14097: fe73
Data @ Index 14098: fe5e
Data @ Index 14099: fe61
Data @ Index 14100: fe65
Data @ Index 14101: fe6b
Data @ Index 14102: fe66
Data @ Index 14103: fe3c
Data @ Index 14104: fe6a
Data @ Index 14105: fe79
Data @ Index 14106: fe7c
Data @ Index 14107: fe7a
Data @ Index 14108: fe78
Data @ Index 14109: fe82
Data @ Index 14110: fe84
Data @ Index 14111: fe87
Data @ Index 14112: fe90
Data @ Index 14113: fe8c
Data @ Index 14114: fe8a
Data @ Index 14115: fea0
Data @ Index 14116: fe90
Data @ Index 14117: fea2
Data @ Index 14118: fe96
Data @ Index 14119: feac
Data @ Index 14120: fe80
Data @ Index 14121: fe3b
Data @ Index 14122: ff04
Data @ Index 14123: ff08
Data @ Index 14124: feaa
Data @ Index 14125: fe9d
Data @ Index 14126: fec2
Data @ Index 14127: feb1
Data @ Index 14128: febd
Data @ Index 14129: fea8
Data @ Index 14130: fe97
Data @ Index 14131: fec7
Data @ Index 14132: febc
Data @ Index 14133: fecb
Data @ Index 14134: fec3
Data @ Index 14135: fec8
Data @ Index 14136: fec0
Data @ Index 14137: fec0
Data @ Index 14138: febb
Data @ Index 14139: febe
Data @ Index 14140: fec8
Data @ Index 14141: fec4
Data @ Index 14142: febe
Data @ Index 14143: fec4
Data @ Index 14144: fed8
Data @ Index 14145: feba
Data @ Index 14146: feb6
Data @ Index 14147: feae
Data @ Index 14148: feae
Data @ Index 14149: feb4
Data @ Index 14150: feb6
Data @ Index 14151: fe98
Data @ Index 14152: fe9a
Data @ Index 14153: feb4
Data @ Index 14154: feae
Data @ Index 14155: feb6
Data @ Index 14156: feba
Data @ Index 14157: feb4
Data @ Index 14158: feb1
Data @ Index 14159: feb0
Data @ Index 14160: feb7
Data @ Index 14161: feb9
Data @ Index 14162: feae
Data @ Index 14163: febf
Data @ Index 14164: feb6
Data @ Index 14165: fec5
Data @ Index 14166: fec3
Data @ Index 14167: fec3
Data @ Index 14168: fee0
Data @ Index 14169: fed1
Data @ Index 14170: fec2
Data @ Index 14171: fec6
Data @ Index 14172: fece
Data @ Index 14173: fec7
Data @ Index 14174: fedb
Data @ Index 14175: feb2
Data @ Index 14176: feb4
Data @ Index 14177: fedf
Data @ Index 14178: fedb
Data @ Index 14179: fed7
Data @ Index 14180: fed7
Data @ Index 14181: fedf
Data @ Index 14182: fede
Data @ Index 14183: fee1
Data @ Index 14184: feda
Data @ Index 14185: fee7
Data @ Index 14186: fee9
Data @ Index 14187: fedf
Data @ Index 14188: fef6
Data @ Index 14189: fef4
Data @ Index 14190: fedc
Data @ Index 14191: fee3
Data @ Index 14192: fee0
Data @ Index 14193: feec
Data @ Index 14194: fec6
