This is testing for fprintf...
Data @ Index 12374: fcd3
Data @ Index 12375: fb39
Data @ Index 12376: f949
Data @ Index 12377: f7c8
Data @ Index 12378: f78d
Data @ Index 12379: f7c9
Data @ Index 12380: f7e4
Data @ Index 12381: f7f8
Data @ Index 12382: f84f
Data @ Index 12383: f7c9
Data @ Index 12384: f77e
Data @ Index 12385: f753
Data @ Index 12386: f7d4
Data @ Index 12387: fb19
Data @ Index 12388: 187
Data @ Index 12389: 970
Data @ Index 12390: 1115
Data @ Index 12391: 158c
Data @ Index 12392: 13f3
Data @ Index 12393: e3e
Data @ Index 12394: 74a
Data @ Index 12395: c9
Data @ Index 12396: fcdf
Data @ Index 12397: fc1d
Data @ Index 12398: fc35
Data @ Index 12399: fbd2
Data @ Index 12400: fc13
Data @ Index 12401: fbf4
Data @ Index 12402: fb63
Data @ Index 12403: fb80
Data @ Index 12404: fb6d
Data @ Index 12405: fb1b
Data @ Index 12406: fae4
Data @ Index 12407: fae1
Data @ Index 12408: faa8
Data @ Index 12409: fad7
Data @ Index 12410: faac
Data @ Index 12411: fa47
Data @ Index 12412: fa3a
Data @ Index 12413: fa07
Data @ Index 12414: f9b2
Data @ Index 12415: f9af
Data @ Index 12416: f9cd
Data @ Index 12417: f9a7
Data @ Index 12418: f9b6
Data @ Index 12419: f95a
Data @ Index 12420: f8e7
Data @ Index 12421: f8c0
Data @ Index 12422: f8d7
Data @ Index 12423: fa35
Data @ Index 12424: fb88
Data @ Index 12425: fcee
Data @ Index 12426: ff69
Data @ Index 12427: 525
Data @ Index 12428: d94
Data @ Index 12429: 1706
Data @ Index 12430: 1f14
Data @ Index 12431: 22bb
Data @ Index 12432: 2129
Data @ Index 12433: 1a85
Data @ Index 12434: 11d1
Data @ Index 12435: a8f
Data @ Index 12436: 658
Data @ Index 12437: 46e
Data @ Index 12438: 301
Data @ Index 12439: 1ac
Data @ Index 12440: ffcf
Data @ Index 12441: fdb6
Data @ Index 12442: fc78
Data @ Index 12443: fb72
Data @ Index 12444: fb56
Data @ Index 12445: fb6c
Data @ Index 12446: fb48
Data @ Index 12447: fadf
Data @ Index 12448: fad3
Data @ Index 12449: faa1
Data @ Index 12450: fa32
Data @ Index 12451: fa48
Data @ Index 12452: fa1c
Data @ Index 12453: f9c9
Data @ Index 12454: f9ef
Data @ Index 12455: fa06
Data @ Index 12456: f97d
Data @ Index 12457: f9d4
Data @ Index 12458: f9d9
Data @ Index 12459: f915
Data @ Index 12460: f8bc
Data @ Index 12461: f88a
Data @ Index 12462: f7dc
Data @ Index 12463: f7c4
Data @ Index 12464: f7ec
Data @ Index 12465: f7c4
Data @ Index 12466: f8a2
Data @ Index 12467: fc02
Data @ Index 12468: 290
Data @ Index 12469: a6a
Data @ Index 12470: 11c4
Data @ Index 12471: 15c4
Data @ Index 12472: 1451
Data @ Index 12473: e92
Data @ Index 12474: 764
Data @ Index 12475: 10f
Data @ Index 12476: fd45
Data @ Index 12477: fc62
Data @ Index 12478: fc96
Data @ Index 12479: fcf3
Data @ Index 12480: fca4
Data @ Index 12481: fc8c
Data @ Index 12482: fc27
Data @ Index 12483: fc4b
Data @ Index 12484: fc3b
Data @ Index 12485: fc2a
Data @ Index 12486: fbfe
Data @ Index 12487: fbfa
Data @ Index 12488: fbe5
Data @ Index 12489: fcb9
Data @ Index 12490: fdf2
Data @ Index 12491: ff07
Data @ Index 12492: 20
Data @ Index 12493: 133
Data @ Index 12494: 214
Data @ Index 12495: 31b
Data @ Index 12496: 472
Data @ Index 12497: 596
Data @ Index 12498: 6c8
Data @ Index 12499: 7e7
Data @ Index 12500: 6c6
Data @ Index 12501: 4db
Data @ Index 12502: 356
Data @ Index 12503: 1b8
Data @ Index 12504: fffb
Data @ Index 12505: fe2e
Data @ Index 12506: fc87
Data @ Index 12507: fb81
Data @ Index 12508: fd2e
Data @ Index 12509: 20f
Data @ Index 12510: 8eb
Data @ Index 12511: 103b
Data @ Index 12512: 14dc
Data @ Index 12513: 1421
Data @ Index 12514: ecf
Data @ Index 12515: 817
Data @ Index 12516: 1c8
Data @ Index 12517: fd61
Data @ Index 12518: fba9
Data @ Index 12519: fbee
Data @ Index 12520: fc3b
Data @ Index 12521: fc33
Data @ Index 12522: fc1e
Data @ Index 12523: fc1d
Data @ Index 12524: fc2b
Data @ Index 12525: fc61
Data @ Index 12526: fc46
Data @ Index 12527: fc04
Data @ Index 12528: fb7b
Data @ Index 12529: fb1c
Data @ Index 12530: fb2f
Data @ Index 12531: fb27
Data @ Index 12532: fae5
Data @ Index 12533: fb0f
Data @ Index 12534: fadb
Data @ Index 12535: fa75
Data @ Index 12536: fa0a
Data @ Index 12537: f9db
Data @ Index 12538: f99f
Data @ Index 12539: f93f
Data @ Index 12540: f908
Data @ Index 12541: f936
Data @ Index 12542: f891
Data @ Index 12543: f8a6
Data @ Index 12544: f979
Data @ Index 12545: f957
Data @ Index 12546: f8f4
Data @ Index 12547: f88f
Data @ Index 12548: f807
Data @ Index 12549: f8a8
Data @ Index 12550: fc41
Data @ Index 12551: 2aa
Data @ Index 12552: a00
Data @ Index 12553: 10ea
Data @ Index 12554: 150f
Data @ Index 12555: 1463
Data @ Index 12556: f55
Data @ Index 12557: 9cc
Data @ Index 12558: 501
Data @ Index 12559: 218
Data @ Index 12560: 1b2
Data @ Index 12561: 2d2
Data @ Index 12562: 441
Data @ Index 12563: 55c
Data @ Index 12564: 6bf
Data @ Index 12565: 823
Data @ Index 12566: 941
Data @ Index 12567: af6
Data @ Index 12568: b43
Data @ Index 12569: 92f
Data @ Index 12570: 70e
Data @ Index 12571: 4e0
Data @ Index 12572: 30c
Data @ Index 12573: 14f
Data @ Index 12574: ffb7
Data @ Index 12575: fe68
Data @ Index 12576: fd37
Data @ Index 12577: fb80
Data @ Index 12578: f9e7
Data @ Index 12579: f990
Data @ Index 12580: f912
Data @ Index 12581: f8b7
Data @ Index 12582: f8bc
Data @ Index 12583: f874
Data @ Index 12584: f860
Data @ Index 12585: f893
Data @ Index 12586: f89c
Data @ Index 12587: f87f
Data @ Index 12588: f8b3
Data @ Index 12589: f892
Data @ Index 12590: f7ae
Data @ Index 12591: f73b
Data @ Index 12592: f8b0
Data @ Index 12593: fc9c
Data @ Index 12594: 2a7
Data @ Index 12595: a69
Data @ Index 12596: 1184
Data @ Index 12597: 145c
Data @ Index 12598: 128d
Data @ Index 12599: dde
Data @ Index 12600: 784
Data @ Index 12601: 17a
Data @ Index 12602: fe39
Data @ Index 12603: fcef
Data @ Index 12604: fc71
Data @ Index 12605: fc93
Data @ Index 12606: fc55
Data @ Index 12607: fc39
Data @ Index 12608: fc4e
Data @ Index 12609: fc84
Data @ Index 12610: fce6
Data @ Index 12611: fcc6
Data @ Index 12612: fccf
Data @ Index 12613: fd01
Data @ Index 12614: fc89
Data @ Index 12615: fc28
Data @ Index 12616: fc33
Data @ Index 12617: fbb9
Data @ Index 12618: fb0b
Data @ Index 12619: fa95
Data @ Index 12620: fa66
Data @ Index 12621: fa27
Data @ Index 12622: f9f1
Data @ Index 12623: f9d5
Data @ Index 12624: fa3f
Data @ Index 12625: fa35
Data @ Index 12626: fa34
Data @ Index 12627: fb58
Data @ Index 12628: fc80
Data @ Index 12629: fd78
Data @ Index 12630: fee9
Data @ Index 12631: 27
Data @ Index 12632: 110
Data @ Index 12633: 202
Data @ Index 12634: 2bc
Data @ Index 12635: 3b3
Data @ Index 12636: 628
Data @ Index 12637: bb8
Data @ Index 12638: 117e
Data @ Index 12639: 16cf
Data @ Index 12640: 1bce
Data @ Index 12641: 1cf7
Data @ Index 12642: 1978
Data @ Index 12643: 129a
Data @ Index 12644: b2a
Data @ Index 12645: 480
Data @ Index 12646: ff6b
Data @ Index 12647: fcf7
Data @ Index 12648: fc3d
Data @ Index 12649: fc57
Data @ Index 12650: fbf9
Data @ Index 12651: fbd8
Data @ Index 12652: fc7a
Data @ Index 12653: fc17
Data @ Index 12654: fbe3
Data @ Index 12655: fbf6
Data @ Index 12656: fc2f
Data @ Index 12657: fc72
Data @ Index 12658: fc46
Data @ Index 12659: fbbd
Data @ Index 12660: fb84
Data @ Index 12661: fb09
Data @ Index 12662: fa84
Data @ Index 12663: fa54
Data @ Index 12664: fa1f
Data @ Index 12665: f9df
Data @ Index 12666: f99a
Data @ Index 12667: f9ca
Data @ Index 12668: fa52
Data @ Index 12669: fa8b
Data @ Index 12670: fa09
Data @ Index 12671: f9dd
Data @ Index 12672: f9cd
Data @ Index 12673: f97f
Data @ Index 12674: f959
Data @ Index 12675: f98f
Data @ Index 12676: f98b
Data @ Index 12677: f910
Data @ Index 12678: f8f7
Data @ Index 12679: f8f5
Data @ Index 12680: f8f1
Data @ Index 12681: fa54
Data @ Index 12682: fdd2
Data @ Index 12683: 39f
Data @ Index 12684: ab3
Data @ Index 12685: 10bf
Data @ Index 12686: 135e
Data @ Index 12687: 11b2
Data @ Index 12688: cc0
Data @ Index 12689: 628
Data @ Index 12690: 6a
Data @ Index 12691: fd5a
Data @ Index 12692: fca4
Data @ Index 12693: fccb
Data @ Index 12694: fd03
Data @ Index 12695: fd4e
Data @ Index 12696: fd90
Data @ Index 12697: fcfe
Data @ Index 12698: fd28
Data @ Index 12699: fe68
Data @ Index 12700: ff6b
Data @ Index 12701: a4
Data @ Index 12702: 1b2
Data @ Index 12703: 2f1
Data @ Index 12704: 3e9
Data @ Index 12705: 47e
Data @ Index 12706: 54f
Data @ Index 12707: 66d
Data @ Index 12708: 7bf
Data @ Index 12709: 85b
Data @ Index 12710: 6d3
Data @ Index 12711: 4e7
Data @ Index 12712: 32e
Data @ Index 12713: 209
Data @ Index 12714: 12b
Data @ Index 12715: 1
Data @ Index 12716: fe7f
Data @ Index 12717: fcb3
Data @ Index 12718: fad1
Data @ Index 12719: f983
Data @ Index 12720: f8fb
Data @ Index 12721: f8e1
Data @ Index 12722: f8ad
Data @ Index 12723: f8d3
Data @ Index 12724: f88f
Data @ Index 12725: f7e8
Data @ Index 12726: f877
Data @ Index 12727: fa77
Data @ Index 12728: fe58
Data @ Index 12729: 467
Data @ Index 12730: b60
Data @ Index 12731: 108c
Data @ Index 12732: 1228
Data @ Index 12733: fb8
Data @ Index 12734: a8f
Data @ Index 12735: 493
Data @ Index 12736: ffcb
Data @ Index 12737: fd81
Data @ Index 12738: fcc0
Data @ Index 12739: fcf9
Data @ Index 12740: fd52
Data @ Index 12741: fd12
Data @ Index 12742: fce0
Data @ Index 12743: fca9
Data @ Index 12744: fc1e
Data @ Index 12745: fba9
Data @ Index 12746: fb72
Data @ Index 12747: fb65
Data @ Index 12748: fbd4
Data @ Index 12749: fbc4
Data @ Index 12750: fb63
Data @ Index 12751: fb24
Data @ Index 12752: fae4
Data @ Index 12753: fab2
Data @ Index 12754: fab0
Data @ Index 12755: fa8b
Data @ Index 12756: fa42
Data @ Index 12757: fa23
Data @ Index 12758: fa15
Data @ Index 12759: fa4f
Data @ Index 12760: fa3d
Data @ Index 12761: fa1d
Data @ Index 12762: f9f5
Data @ Index 12763: f9d1
Data @ Index 12764: fa08
Data @ Index 12765: fa65
Data @ Index 12766: fa41
Data @ Index 12767: fa45
Data @ Index 12768: f9ce
Data @ Index 12769: f91c
Data @ Index 12770: f908
Data @ Index 12771: f912
Data @ Index 12772: f989
Data @ Index 12773: fb3e
Data @ Index 12774: ff87
Data @ Index 12775: 649
Data @ Index 12776: e11
Data @ Index 12777: 1586
Data @ Index 12778: 1ad5
Data @ Index 12779: 1bd4
Data @ Index 12780: 18c7
Data @ Index 12781: 1453
Data @ Index 12782: 1007
Data @ Index 12783: d2b
Data @ Index 12784: a63
Data @ Index 12785: 845
Data @ Index 12786: 72d
Data @ Index 12787: 63e
Data @ Index 12788: 4d4
Data @ Index 12789: 332
Data @ Index 12790: 16e
Data @ Index 12791: ff90
Data @ Index 12792: fdb2
Data @ Index 12793: fc82
Data @ Index 12794: fc57
Data @ Index 12795: fc53
Data @ Index 12796: fc2a
Data @ Index 12797: fbbb
Data @ Index 12798: fb11
Data @ Index 12799: fb02
Data @ Index 12800: fad6
Data @ Index 12801: fa11
Data @ Index 12802: f9de
Data @ Index 12803: fa35
Data @ Index 12804: fa3a
Data @ Index 12805: fa80
Data @ Index 12806: faef
Data @ Index 12807: faef
Data @ Index 12808: fa36
Data @ Index 12809: f9ac
Data @ Index 12810: f9d8
Data @ Index 12811: f9f5
Data @ Index 12812: fa00
Data @ Index 12813: fa26
Data @ Index 12814: f9d7
Data @ Index 12815: f97f
Data @ Index 12816: f97e
Data @ Index 12817: f970
Data @ Index 12818: f93f
Data @ Index 12819: f901
Data @ Index 12820: f8df
Data @ Index 12821: fa21
Data @ Index 12822: fe6f
Data @ Index 12823: 46c
Data @ Index 12824: a86
Data @ Index 12825: ff7
Data @ Index 12826: 126e
Data @ Index 12827: 10d0
Data @ Index 12828: c5b
Data @ Index 12829: 77e
Data @ Index 12830: 2f4
Data @ Index 12831: ff66
Data @ Index 12832: fdd2
Data @ Index 12833: fd97
Data @ Index 12834: fd94
Data @ Index 12835: fdaf
Data @ Index 12836: fd90
Data @ Index 12837: fd4b
Data @ Index 12838: fd05
Data @ Index 12839: fcfe
Data @ Index 12840: fce8
Data @ Index 12841: fd12
Data @ Index 12842: fd2f
Data @ Index 12843: fcd5
Data @ Index 12844: fc6c
Data @ Index 12845: fc47
Data @ Index 12846: fbfc
Data @ Index 12847: fbdf
Data @ Index 12848: fcb8
Data @ Index 12849: fdce
Data @ Index 12850: fed8
Data @ Index 12851: ffe2
Data @ Index 12852: 10c
Data @ Index 12853: 214
Data @ Index 12854: 34c
Data @ Index 12855: 493
Data @ Index 12856: 59a
Data @ Index 12857: 6ba
Data @ Index 12858: 84a
Data @ Index 12859: 8a2
Data @ Index 12860: 6e3
Data @ Index 12861: 54e
Data @ Index 12862: 3c1
Data @ Index 12863: 1cd
Data @ Index 12864: 3d
Data @ Index 12865: fee1
Data @ Index 12866: fd6b
Data @ Index 12867: fbb6
Data @ Index 12868: fa44
Data @ Index 12869: f99b
Data @ Index 12870: fb1b
Data @ Index 12871: ff11
Data @ Index 12872: 4db
Data @ Index 12873: b09
Data @ Index 12874: faf
Data @ Index 12875: 1159
Data @ Index 12876: fa6
Data @ Index 12877: b48
Data @ Index 12878: 632
Data @ Index 12879: 1ac
Data @ Index 12880: fe94
Data @ Index 12881: fd76
Data @ Index 12882: fd54
Data @ Index 12883: fd59
Data @ Index 12884: fd5d
Data @ Index 12885: fd21
Data @ Index 12886: fcb0
Data @ Index 12887: fc6a
Data @ Index 12888: fc87
Data @ Index 12889: fc68
Data @ Index 12890: fc52
Data @ Index 12891: fc25
Data @ Index 12892: fbec
Data @ Index 12893: fb74
Data @ Index 12894: fb49
Data @ Index 12895: fb61
Data @ Index 12896: fb4a
Data @ Index 12897: fb01
Data @ Index 12898: fb18
Data @ Index 12899: fb41
Data @ Index 12900: fb2a
Data @ Index 12901: fb47
Data @ Index 12902: fb58
Data @ Index 12903: fb49
Data @ Index 12904: fb18
Data @ Index 12905: fb00
Data @ Index 12906: fb03
Data @ Index 12907: fad0
Data @ Index 12908: fa81
Data @ Index 12909: fa6d
Data @ Index 12910: fa46
Data @ Index 12911: fa12
Data @ Index 12912: fa18
Data @ Index 12913: fa05
Data @ Index 12914: fa1c
Data @ Index 12915: f9f8
Data @ Index 12916: f99f
Data @ Index 12917: f96b
Data @ Index 12918: f932
Data @ Index 12919: f98c
Data @ Index 12920: fc0c
Data @ Index 12921: 5e
Data @ Index 12922: 5c2
Data @ Index 12923: b89
Data @ Index 12924: 1057
Data @ Index 12925: 1289
Data @ Index 12926: 123b
Data @ Index 12927: fa6
Data @ Index 12928: bf7
Data @ Index 12929: 7fb
Data @ Index 12930: 566
Data @ Index 12931: 4d0
Data @ Index 12932: 576
Data @ Index 12933: 6ae
Data @ Index 12934: 83e
Data @ Index 12935: 9c4
Data @ Index 12936: a96
Data @ Index 12937: a6f
Data @ Index 12938: 8ef
Data @ Index 12939: 770
Data @ Index 12940: 5d8
Data @ Index 12941: 43f
Data @ Index 12942: 2af
Data @ Index 12943: 15e
Data @ Index 12944: ffd4
Data @ Index 12945: fe5d
Data @ Index 12946: fd41
Data @ Index 12947: fc04
Data @ Index 12948: fac9
Data @ Index 12949: fa71
Data @ Index 12950: fa74
Data @ Index 12951: fa3b
Data @ Index 12952: fa52
Data @ Index 12953: faa8
Data @ Index 12954: fb08
Data @ Index 12955: fb17
Data @ Index 12956: fad0
Data @ Index 12957: fa8f
Data @ Index 12958: fa84
Data @ Index 12959: fa48
Data @ Index 12960: fa1d
Data @ Index 12961: fa1e
Data @ Index 12962: f9e6
Data @ Index 12963: f981
Data @ Index 12964: f902
Data @ Index 12965: f90e
Data @ Index 12966: f916
Data @ Index 12967: f915
Data @ Index 12968: f915
Data @ Index 12969: f920
Data @ Index 12970: f969
Data @ Index 12971: faad
Data @ Index 12972: fd97
Data @ Index 12973: 22a
Data @ Index 12974: 7c3
Data @ Index 12975: d0d
Data @ Index 12976: 10c7
Data @ Index 12977: 1179
Data @ Index 12978: f2c
Data @ Index 12979: aae
Data @ Index 12980: 5ef
Data @ Index 12981: 19c
Data @ Index 12982: fe85
Data @ Index 12983: fd88
Data @ Index 12984: fd89
Data @ Index 12985: fde9
Data @ Index 12986: fdc4
Data @ Index 12987: fdac
Data @ Index 12988: fd51
Data @ Index 12989: fceb
Data @ Index 12990: fcc7
Data @ Index 12991: fcd9
Data @ Index 12992: fcfc
Data @ Index 12993: fcc9
Data @ Index 12994: fcc9
Data @ Index 12995: fcaf
Data @ Index 12996: fcab
Data @ Index 12997: fcbd
Data @ Index 12998: fcb2
Data @ Index 12999: fc8d
Data @ Index 13000: fbe6
Data @ Index 13001: fb4a
Data @ Index 13002: fab1
Data @ Index 13003: fa9a
Data @ Index 13004: fac6
Data @ Index 13005: fb9a
Data @ Index 13006: fd0d
Data @ Index 13007: fe7f
Data @ Index 13008: ffc6
Data @ Index 13009: 99
Data @ Index 13010: 163
Data @ Index 13011: 1f8
Data @ Index 13012: 2f5
Data @ Index 13013: 3be
Data @ Index 13014: 4b2
Data @ Index 13015: 55d
Data @ Index 13016: 60c
Data @ Index 13017: 6bf
Data @ Index 13018: 6b4
Data @ Index 13019: 5a6
Data @ Index 13020: 393
Data @ Index 13021: 28b
Data @ Index 13022: 11c
Data @ Index 13023: ff7b
Data @ Index 13024: fe2b
Data @ Index 13025: fe89
Data @ Index 13026: 103
Data @ Index 13027: 4d7
Data @ Index 13028: 9b4
Data @ Index 13029: e04
Data @ Index 13030: 10ba
Data @ Index 13031: 1063
Data @ Index 13032: d44
Data @ Index 13033: 885
Data @ Index 13034: 362
Data @ Index 13035: ffa4
Data @ Index 13036: fd85
Data @ Index 13037: fd0e
Data @ Index 13038: fce6
Data @ Index 13039: fd40
Data @ Index 13040: fd83
Data @ Index 13041: fd76
Data @ Index 13042: fd54
Data @ Index 13043: fd1c
Data @ Index 13044: fd33
Data @ Index 13045: fcba
Data @ Index 13046: fc46
Data @ Index 13047: fbd7
Data @ Index 13048: fba2
Data @ Index 13049: fb93
Data @ Index 13050: fb98
Data @ Index 13051: fbd3
Data @ Index 13052: fb90
Data @ Index 13053: fba6
Data @ Index 13054: fb64
Data @ Index 13055: fb20
Data @ Index 13056: faea
Data @ Index 13057: face
Data @ Index 13058: fada
Data @ Index 13059: fb2f
Data @ Index 13060: fb74
Data @ Index 13061: fb4e
Data @ Index 13062: fb43
Data @ Index 13063: facf
Data @ Index 13064: fa82
Data @ Index 13065: fa36
Data @ Index 13066: fa3a
Data @ Index 13067: fa5d
Data @ Index 13068: fa72
Data @ Index 13069: fac1
Data @ Index 13070: facc
Data @ Index 13071: fb25
Data @ Index 13072: fadb
Data @ Index 13073: faa5
Data @ Index 13074: faaf
Data @ Index 13075: fa96
Data @ Index 13076: fa52
Data @ Index 13077: f9e1
Data @ Index 13078: f971
Data @ Index 13079: f914
Data @ Index 13080: f9a4
Data @ Index 13081: fbbe
Data @ Index 13082: fff8
Data @ Index 13083: 55e
Data @ Index 13084: b07
Data @ Index 13085: fd2
Data @ Index 13086: 120a
Data @ Index 13087: 10d8
Data @ Index 13088: d2c
Data @ Index 13089: 937
Data @ Index 13090: 591
Data @ Index 13091: 302
Data @ Index 13092: 208
Data @ Index 13093: 2c1
Data @ Index 13094: 3e4
Data @ Index 13095: 512
Data @ Index 13096: 6a4
Data @ Index 13097: 741
Data @ Index 13098: 825
Data @ Index 13099: 923
Data @ Index 13100: a27
Data @ Index 13101: a44
Data @ Index 13102: 8d9
Data @ Index 13103: 72a
Data @ Index 13104: 568
Data @ Index 13105: 3f4
Data @ Index 13106: 29e
Data @ Index 13107: 197
Data @ Index 13108: cc
Data @ Index 13109: ff80
Data @ Index 13110: fe37
Data @ Index 13111: fcee
Data @ Index 13112: fb95
Data @ Index 13113: fab8
Data @ Index 13114: fa84
Data @ Index 13115: faa6
Data @ Index 13116: faa4
Data @ Index 13117: fa5a
Data @ Index 13118: fa56
Data @ Index 13119: fa61
Data @ Index 13120: fa5c
Data @ Index 13121: fa4d
Data @ Index 13122: fa4a
Data @ Index 13123: fa72
Data @ Index 13124: fa60
Data @ Index 13125: fa6a
Data @ Index 13126: fa5a
Data @ Index 13127: fa61
Data @ Index 13128: fa5e
Data @ Index 13129: fa2b
Data @ Index 13130: fa82
Data @ Index 13131: fa6f
Data @ Index 13132: fa5d
Data @ Index 13133: fa2f
Data @ Index 13134: f99e
Data @ Index 13135: f908
Data @ Index 13136: f889
Data @ Index 13137: f9be
Data @ Index 13138: fc91
Data @ Index 13139: c0
Data @ Index 13140: 63f
Data @ Index 13141: b83
Data @ Index 13142: f86
Data @ Index 13143: 10ae
Data @ Index 13144: f2b
Data @ Index 13145: bbe
Data @ Index 13146: 708
Data @ Index 13147: 2c8
Data @ Index 13148: ffb0
Data @ Index 13149: fe4e
Data @ Index 13150: fdf5
Data @ Index 13151: fde1
Data @ Index 13152: fe58
Data @ Index 13153: fe87
Data @ Index 13154: fe5e
Data @ Index 13155: fe38
Data @ Index 13156: fe10
Data @ Index 13157: fdfd
Data @ Index 13158: fddd
Data @ Index 13159: fdd1
Data @ Index 13160: fdc4
Data @ Index 13161: fd5e
Data @ Index 13162: fd5d
Data @ Index 13163: fd44
Data @ Index 13164: fd79
Data @ Index 13165: fd00
Data @ Index 13166: fc83
Data @ Index 13167: fcd4
Data @ Index 13168: fcf4
Data @ Index 13169: fd04
Data @ Index 13170: fd19
Data @ Index 13171: fd22
Data @ Index 13172: fcdb
Data @ Index 13173: fc5e
Data @ Index 13174: fc33
Data @ Index 13175: fc74
Data @ Index 13176: fd42
Data @ Index 13177: fe7f
Data @ Index 13178: ff9c
Data @ Index 13179: be
Data @ Index 13180: 174
Data @ Index 13181: 239
Data @ Index 13182: 329
Data @ Index 13183: 43d
Data @ Index 13184: 57d
Data @ Index 13185: 66a
Data @ Index 13186: 787
Data @ Index 13187: 849
Data @ Index 13188: 7d5
Data @ Index 13189: 698
Data @ Index 13190: 541
Data @ Index 13191: 3dd
Data @ Index 13192: 227
Data @ Index 13193: 6d
Data @ Index 13194: fec9
Data @ Index 13195: fdc6
Data @ Index 13196: fe35
Data @ Index 13197: 43
Data @ Index 13198: 3f1
Data @ Index 13199: 830
Data @ Index 13200: c20
Data @ Index 13201: f28
Data @ Index 13202: 100a
Data @ Index 13203: e25
Data @ Index 13204: a83
Data @ Index 13205: 61e
Data @ Index 13206: 230
Data @ Index 13207: fefe
Data @ Index 13208: fd53
Data @ Index 13209: fcf0
Data @ Index 13210: fd12
Data @ Index 13211: fd7f
Data @ Index 13212: fda3
Data @ Index 13213: fda4
Data @ Index 13214: fd7d
Data @ Index 13215: fd6c
Data @ Index 13216: fd63
Data @ Index 13217: fd92
Data @ Index 13218: fdb7
Data @ Index 13219: fd9f
Data @ Index 13220: fd65
Data @ Index 13221: fd1a
Data @ Index 13222: fcc7
Data @ Index 13223: fc96
Data @ Index 13224: fc85
Data @ Index 13225: fc93
Data @ Index 13226: fca1
Data @ Index 13227: fcb5
Data @ Index 13228: fcb9
Data @ Index 13229: fc88
Data @ Index 13230: fc55
Data @ Index 13231: fc28
Data @ Index 13232: fc0d
Data @ Index 13233: fbff
Data @ Index 13234: fbf5
Data @ Index 13235: fc10
Data @ Index 13236: fbdd
Data @ Index 13237: fbad
Data @ Index 13238: fba6
Data @ Index 13239: fba7
Data @ Index 13240: fbd4
Data @ Index 13241: fbe9
Data @ Index 13242: fc43
Data @ Index 13243: fc76
Data @ Index 13244: fc5a
Data @ Index 13245: fc0e
Data @ Index 13246: fbc4
Data @ Index 13247: fb9d
Data @ Index 13248: fb6d
Data @ Index 13249: fb64
Data @ Index 13250: fb61
Data @ Index 13251: fb49
Data @ Index 13252: fb0f
Data @ Index 13253: fab1
Data @ Index 13254: fa36
Data @ Index 13255: f9dc
Data @ Index 13256: fa3d
Data @ Index 13257: fbee
Data @ Index 13258: fef6
Data @ Index 13259: 2e7
Data @ Index 13260: 7d0
Data @ Index 13261: c66
Data @ Index 13262: f68
Data @ Index 13263: 1036
Data @ Index 13264: ecb
Data @ Index 13265: c4f
Data @ Index 13266: 95b
Data @ Index 13267: 685
Data @ Index 13268: 470
Data @ Index 13269: 405
Data @ Index 13270: 473
Data @ Index 13271: 56d
Data @ Index 13272: 6b8
Data @ Index 13273: 7e6
Data @ Index 13274: 8dd
Data @ Index 13275: 96a
Data @ Index 13276: a36
Data @ Index 13277: b0e
Data @ Index 13278: a55
Data @ Index 13279: 8f5
Data @ Index 13280: 7c6
Data @ Index 13281: 672
Data @ Index 13282: 58d
Data @ Index 13283: 462
Data @ Index 13284: 338
Data @ Index 13285: 1c5
Data @ Index 13286: 44
Data @ Index 13287: ff04
Data @ Index 13288: fdd4
Data @ Index 13289: fcac
Data @ Index 13290: fbfe
Data @ Index 13291: fc05
Data @ Index 13292: fc18
Data @ Index 13293: fbe3
Data @ Index 13294: fbc8
Data @ Index 13295: fc02
Data @ Index 13296: fc33
Data @ Index 13297: fc1e
Data @ Index 13298: fc01
Data @ Index 13299: fbe0
Data @ Index 13300: fba2
Data @ Index 13301: fb5f
Data @ Index 13302: fb34
Data @ Index 13303: fb46
Data @ Index 13304: fb64
Data @ Index 13305: fb6f
Data @ Index 13306: fba3
Data @ Index 13307: fba1
Data @ Index 13308: fb3c
Data @ Index 13309: faf2
Data @ Index 13310: faef
Data @ Index 13311: fae9
Data @ Index 13312: fa93
Data @ Index 13313: fa56
Data @ Index 13314: faa4
Data @ Index 13315: fab6
Data @ Index 13316: fa61
Data @ Index 13317: f9e8
Data @ Index 13318: f980
Data @ Index 13319: f91f
Data @ Index 13320: f949
Data @ Index 13321: fb2d
Data @ Index 13322: fea7
Data @ Index 13323: 2fb
Data @ Index 13324: 788
Data @ Index 13325: bc8
Data @ Index 13326: e8c
Data @ Index 13327: e80
Data @ Index 13328: c7e
Data @ Index 13329: 967
Data @ Index 13330: 60a
Data @ Index 13331: 2e3
Data @ Index 13332: 78
Data @ Index 13333: ff86
Data @ Index 13334: ff06
Data @ Index 13335: fec0
Data @ Index 13336: feb7
Data @ Index 13337: fecf
Data @ Index 13338: fe9a
Data @ Index 13339: fe30
Data @ Index 13340: fe34
Data @ Index 13341: fe2f
Data @ Index 13342: fe1e
Data @ Index 13343: fe1f
Data @ Index 13344: fe20
Data @ Index 13345: fe4d
Data @ Index 13346: fe3d
Data @ Index 13347: fe0e
Data @ Index 13348: fe03
Data @ Index 13349: fdde
Data @ Index 13350: fdf6
Data @ Index 13351: fdf7
Data @ Index 13352: fde4
Data @ Index 13353: fdd4
Data @ Index 13354: fd9d
Data @ Index 13355: fd83
Data @ Index 13356: fd56
Data @ Index 13357: fd16
Data @ Index 13358: fdd9
